#
# contig_name	read_name
#
loci2_rep_c165	SGN-U581695-484|
loci2_rep_c166	SGN-L1364-BT014383|
loci2_rep_c166	SGN-U579974-1364|
loci2_rep_c166	SGN-L1364-AB183015|
loci2_rep_c166	SGN-U590004-1364|
loci2_rep_c167	SGN-L555-AY074788|
loci2_rep_c167	SGN-U585257-555|
loci2_rep_c168	SGN-U581608-5122|
loci2_rep_c168	SGN-L5122-DQ853413.1|
loci2_rep_c168	SGN-L5122-BT014141|
loci2_rep_c169	SGN-L359-AJ002588|
loci2_rep_c169	SGN-U583476-359|
loci2_rep_c169	SGN-L359-AJ245415|
loci2_rep_c170	SGN-L1159-AY013256|
loci2_rep_c170	SGN-U567731-1159|
loci2_c171	SGN-L792-AJ005077|
loci2_c171	SGN-U569383-792|
loci2_rep_c172	SGN-L1191-AY605668|
loci2_rep_c172	SGN-U568547-5308|
loci2_rep_c172	SGN-U568547-1191|
loci2_rep_c173	SGN-U582225-88|
loci2_rep_c173	SGN-L88-AF258809|
loci2_rep_c173	SGN-U595565-88|
loci2_rep_c173	SGN-U582221-88|
loci2_rep_c174	SGN-L1387-AJ012797|
loci2_rep_c174	SGN-L1387-X83854|
loci2_rep_c175	SGN-L202-AF154420|
loci2_rep_c175	SGN-U583870-202|
loci2_c176	SGN-L5316-AY917129|
loci2_c176	SGN-U574019-5316|
loci2_c177	SGN-L5052-BT013122|
loci2_c177	SGN-U581971-5052|
loci2_c177	SGN-L5052-EU216564.1|
loci2_c178	SGN-U579476-5150|
loci2_c178	SGN-L5150-BT013303|
loci2_c178	SGN-L5150-AY547289|
loci2_c179	SGN-L115-AJ606313|
loci2_c179	SGN-U566569-115|
loci2_rep_c180	SGN-L1438-X14041|
loci2_rep_c180	SGN-L1438-M37151|
loci2_rep_c180	SGN-U583863-1438|
loci2_rep_c180	SGN-L1438-AF527880|
loci2_rep_c181	SGN-L878-U37840|
loci2_rep_c181	SGN-U569257-878|
loci2_c182	SGN-L847-U27454|
loci2_c182	SGN-U597971-847|
loci2_c183	SGN-U567691-768|
loci2_c183	SGN-L768-BT014195|
loci2_c183	SGN-L768-X85138|
loci2_rep_c184	SGN-U583008-5166|
loci2_rep_c184	SGN-L8229-AY498713|
loci2_rep_c184	SGN-L5166-AY498713|
loci2_rep_c184	SGN-U583020-5166|
loci2_c185	SGN-L5185-BT013912|
loci2_c185	SGN-U577960-5185|
loci2_c185	SGN-L5185-U89839|
loci2_c186	SGN-L201-AF154422|
loci2_c186	SGN-U585964-201|
loci2_rep_c187	SGN-L1070-BT013938|
loci2_rep_c187	SGN-L1070-AB193043|
loci2_rep_c187	SGN-U569671-1070|
loci2_rep_c188	SGN-U578218-1493|
loci2_rep_c188	SGN-L1493-BT013767|
loci2_rep_c188	SGN-L1493-AK246216.1|
loci2_rep_c188	SGN-L1493-L23762|
loci2_rep_c188	SGN-L1493-L24017|
loci2_rep_c188	SGN-U592075-1493|
loci2_rep_c189	SGN-L5473-AF130423|
loci2_rep_c189	SGN-U583257-5473|
loci2_rep_c190	SGN-L5241-EU057688.1|
loci2_rep_c190	SGN-U576190-5241|
loci2_rep_c191	SGN-L5454-AF175965|
loci2_rep_c191	SGN-U594432-776|
loci2_rep_c192	SGN-L1155-AY013254|
loci2_rep_c192	SGN-U578491-1155|
loci2_rep_c193	SGN-L5579-AJ302015|
loci2_rep_c193	SGN-U581481-5579|
loci2_rep_c193	SGN-L5579-AY098738|
loci2_rep_c193	SGN-L5579-AY306152|
loci2_rep_c194	SGN-L1252-BT014364|
loci2_rep_c194	SGN-U579470-1252|
loci2_rep_c194	SGN-L1252-AF545063|
loci2_rep_c195	SGN-L1157-AY013253|
loci2_rep_c195	SGN-U590265-1157|
loci2_rep_c196	SGN-L159-AY974805|
loci2_rep_c196	SGN-U578449-159|
loci2_rep_c196	SGN-L159-DQ096287|
loci2_rep_c196	SGN-U593657-159|
loci2_rep_c197	SGN-U584943-5180|
loci2_rep_c197	SGN-L5180-AF079450|
loci2_rep_c197	SGN-L5180-BT014108|
loci2_rep_c197	SGN-L5180-X95905|
loci2_rep_c198	SGN-U566731-5187|
loci2_rep_c198	SGN-L5187-BT013785|
loci2_rep_c198	SGN-L5187-AY180975|
loci2_rep_c199	SGN-L5044-BT014078|
loci2_rep_c199	SGN-U585084-5044|
loci2_rep_c199	SGN-L5044-EU375460.1|
loci2_rep_c200	SGN-U566498-428|
loci2_rep_c200	SGN-L428-U54770|
loci2_rep_c200	SGN-L428-DQ374447|
loci2_rep_c201	SGN-L1155-AF154425|
loci2_rep_c201	SGN-U580012-1155|
loci2_rep_c202	SGN-L5201-BT013049|
loci2_rep_c202	SGN-U578836-5201|
loci2_rep_c202	SGN-L5201-AY257487|
loci2_rep_c202	SGN-L5201-AK246641.1|
loci2_rep_c203	SGN-L770-Y08887|
loci2_rep_c203	SGN-U580703-770|
loci2_rep_c203	SGN-L770-BT013913|
loci2_c204	SGN-L810-X96390|
loci2_c204	SGN-U585125-810|
loci2_rep_c205	SGN-L1291-AY456411|
loci2_rep_c205	SGN-U579621-861|
loci2_rep_c205	SGN-U579621-1291|
loci2_rep_c206	SGN-L1061-BT014587|
loci2_rep_c206	SGN-U585549-1061|
loci2_rep_c206	SGN-L1061-AB211188|
loci2_rep_c207	SGN-L112-AF512549|
loci2_rep_c207	SGN-U577462-112|
loci2_rep_c207	SGN-U592208-112|
loci2_rep_c208	SGN-L1031-AY573802|
loci2_rep_c208	SGN-L8229-AY573802|
loci2_rep_c208	SGN-U568610-1031|
loci2_c209	SGN-L5221-EU376535.1|
loci2_c209	SGN-U584800-5221|
loci2_rep_c210	SGN-U579001-63|
loci2_rep_c210	SGN-L63-AK248024.1|
loci2_rep_c210	SGN-L63-AF004914|
loci2_rep_c211	SGN-L203-AF154423|
loci2_rep_c211	SGN-U578537-203|
loci2_rep_c212	SGN-L498-AF110519|
loci2_rep_c212	SGN-U566674-498|
loci2_rep_c213	SGN-L877-U37839|
loci2_rep_c213	SGN-U572041-877|
loci2_rep_c214	SGN-L5203-Z48183|
loci2_rep_c214	SGN-U579022-5203|
loci2_rep_c214	SGN-L5203-AK246704.1|
loci2_rep_c214	SGN-L5203-BT013013|
loci2_c215	SGN-L5408-AY277738|
loci2_c215	SGN-U584186-5408|
loci2_rep_c216	SGN-L5176-BT014297|
loci2_rep_c216	SGN-U575371-5176|
loci2_rep_c216	SGN-L5176-AF209924|
loci2_rep_c217	SGN-L1419-AJ011319|
loci2_rep_c217	SGN-U580181-1419|
loci2_rep_c218	SGN-L5514-L19762|
loci2_rep_c218	SGN-U577970-5514|
loci2_rep_c219	SGN-L581-BT013224|
loci2_rep_c219	SGN-U578128-835|
loci2_rep_c219	SGN-U578128-581|
loci2_rep_c219	SGN-L581-AY306155|
loci2_rep_c220	SGN-U577010-5105|
loci2_rep_c220	SGN-L5105-BT013249|
loci2_rep_c220	SGN-L5105-DQ117528|
loci2_rep_c220	SGN-L5105-AK246368.1|
loci2_rep_c220	SGN-U577011-5105|
loci2_rep_c221	SGN-L5223-AB368491.1|
loci2_rep_c221	SGN-U576716-5223|
loci2_rep_c222	SGN-L1187-AF302931|
loci2_rep_c222	SGN-L1187-AF177980|
loci2_rep_c222	SGN-U582562-1187|
loci2_rep_c222	SGN-U589734-1187|
loci2_rep_c223	SGN-L5092-AK246631.1|
loci2_rep_c223	SGN-U591162-5092|
loci2_rep_c223	SGN-U591834-5092|
loci2_rep_c223	SGN-U581245-5092|
loci2_rep_c223	SGN-L5092-AY061819|
loci2_rep_c224	SGN-L193-BT013459|
loci2_rep_c224	SGN-U578683-193|
loci2_rep_c225	SGN-L5249-AB287297.1|
loci2_rep_c225	SGN-U570312-5249|
loci2_c226	SGN-L1158-AY013255|
loci2_c226	SGN-U573459-1158|
loci2_rep_c227	SGN-U580784-369|
loci2_rep_c227	SGN-L369-DQ096286|
loci2_rep_c227	SGN-L369-AK246586.1|
loci2_rep_c227	SGN-U593676-369|
loci2_rep_c228	SGN-L1416-BT012809|
loci2_rep_c228	SGN-L1416-AY650029|
loci2_rep_c228	SGN-U580704-1416|
loci2_rep_c229	SGN-L5163-BT014557|
loci2_rep_c229	SGN-U572929-5163|
loci2_rep_c230	SGN-U570585-8329|
loci2_rep_c230	SGN-L8329-EU419748.1|
loci2_rep_c230	SGN-L8329-FN555126.1|
loci2_rep_c230	SGN-U570584-8329|
loci2_rep_c231	SGN-L193-AF375966|
loci2_rep_c231	SGN-L193-AK247002.1|
loci2_rep_c232	SGN-L5233-EU159404.1|
loci2_rep_c232	SGN-U576920-5233|
loci2_c233	SGN-U582906-1096|
loci2_c233	SGN-L1096-BT013008|
loci2_c233	SGN-L1096-DQ056436|
loci2_rep_c234	SGN-U586128-1275|
loci2_rep_c234	SGN-L1275-BT013263|
loci2_rep_c234	SGN-L1275-AK246723.1|
loci2_rep_c234	SGN-L1275-AF123265|
loci2_rep_c235	SGN-L582-AK246638.1|
loci2_rep_c235	SGN-L582-BT014057|
loci2_rep_c235	SGN-U581535-582|
loci2_rep_c235	SGN-L582-AY306156|
loci2_c236	SGN-U573272-682|
loci2_c236	SGN-L682-BT014273|
loci2_c236	SGN-L682-AK247784.1|
loci2_c237	SGN-L5258-AY535423|
loci2_c237	SGN-U584588-5258|
loci2_rep_c238	SGN-L766-AK246856.1|
loci2_rep_c238	SGN-U581103-766|
loci2_rep_c238	SGN-L766-X70787|
loci2_rep_c238	SGN-L766-X66416|
loci2_c239	SGN-L5264-EF071927.1|
loci2_c239	SGN-U568433-5264|
loci2_c240	SGN-L12-AF143812|
loci2_c240	SGN-U567647-12|
loci2_rep_c241	SGN-U569793-751|
loci2_rep_c241	SGN-L751-AK246954.1|
loci2_rep_c241	SGN-L751-AF011556|
loci2_rep_c242	SGN-L5148-BT014550|
loci2_rep_c242	SGN-U570431-5148|
loci2_c243	SGN-U570099-1110|
loci2_c243	SGN-L1110-BT014473|
loci2_c243	SGN-L1110-AJ295232|
loci2_c244	SGN-L5388-AY425708|
loci2_c244	SGN-U583385-5388|
loci2_rep_c245	SGN-L5236-EF667342.1|
loci2_rep_c245	SGN-U574084-5236|
loci2_rep_c246	SGN-L8231-FJ194970.1|
loci2_rep_c246	SGN-U585992-8231|
loci2_rep_c246	SGN-U585990-8231|
loci2_rep_c247	SGN-L5194-BT013330|
loci2_rep_c247	SGN-U577579-5194|
loci2_rep_c247	SGN-L5194-X92656|
loci2_c248	SGN-L5119-AY490242|
loci2_c248	SGN-U583624-5119|
loci2_c248	SGN-L5119-AK246135.1|
loci2_c249	SGN-U582025-5208|
loci2_c249	SGN-L5208-BT012689|
loci2_c249	SGN-L5208-AY150042|
loci2_c250	SGN-L974-AF181496|
loci2_c250	SGN-U601221-974|
loci2_rep_c251	SGN-L486-AY079426|
loci2_rep_c251	SGN-U581694-486|
loci2_rep_c252	SGN-L1254-BT013505|
loci2_rep_c252	SGN-U581270-1254|
loci2_rep_c252	SGN-L1254-AY004246|
loci2_rep_c253	SGN-L5146-Z11999|
loci2_rep_c253	SGN-U580023-5146|
loci2_rep_c253	SGN-U593632-5146|
loci2_rep_c253	SGN-L5146-DQ539439|
loci2_rep_c254	SGN-U577090-488|
loci2_rep_c254	SGN-L487-AY077626|
loci2_rep_c254	SGN-U577090-487|
loci2_rep_c254	SGN-L488-AY077626|
loci2_rep_c254	SGN-U594172-487|
loci2_rep_c254	SGN-U594172-488|
loci2_rep_c255	SGN-L1331-AJ006377|
loci2_rep_c255	SGN-U581404-1331|
loci2_rep_c256	SGN-L794-BT012679|
loci2_rep_c256	SGN-U582594-794|
loci2_rep_c256	SGN-L794-AB022686|
loci2_rep_c257	SGN-L5202-L38581|
loci2_rep_c257	SGN-U579128-5202|
loci2_rep_c257	SGN-L5202-BT013042|
loci2_rep_c258	SGN-L317-AB015675|
loci2_rep_c258	SGN-U597870-317|
loci2_rep_c259	SGN-L5335-DQ340259|
loci2_rep_c259	SGN-U569639-5335|
loci2_c260	SGN-U578979-5425|
loci2_c260	SGN-L5425-AF542182|
loci2_c260	SGN-U590323-5425|
loci2_rep_c261	SGN-L255-BT013265|
loci2_rep_c261	SGN-U578728-255|
loci2_rep_c261	SGN-L255-U15059|
loci2_rep_c262	SGN-L833-X95270|
loci2_rep_c262	SGN-U578717-833|
loci2_rep_c263	SGN-L5394-AY368907|
loci2_rep_c263	SGN-U579041-5394|
loci2_rep_c263	SGN-U593659-5394|
loci2_rep_c264	SGN-U577771-5197|
loci2_rep_c264	SGN-L5197-Z75520|
loci2_rep_c264	SGN-L5197-BT013262|
loci2_rep_c264	SGN-L5197-AK246804.1|
loci2_rep_c264	SGN-U589911-5197|
loci2_rep_c264	SGN-U581457-5197|
loci2_rep_c265	SGN-L1026-BT013759|
loci2_rep_c265	SGN-U577578-1026|
loci2_rep_c265	SGN-L1026-AF293460|
loci2_rep_c266	SGN-U583106-5108|
loci2_rep_c266	SGN-L5108-AK246327.1|
loci2_rep_c266	SGN-L5108-BT013034|
loci2_rep_c266	SGN-L5108-X75324|
loci2_rep_c266	SGN-U587260-5108|
loci2_rep_c266	SGN-L5108-AK247586.1|
loci2_rep_c267	SGN-L5463-AF130425|
loci2_rep_c267	SGN-U586173-5463|
loci2_rep_c268	SGN-L496-BT013990|
loci2_rep_c268	SGN-U578607-496|
loci2_rep_c268	SGN-L496-X04792|
loci2_rep_c268	SGN-U590986-496|
loci2_rep_c269	SGN-L5143-DQ399828|
loci2_rep_c269	SGN-L5143-AK247675.1|
loci2_rep_c270	SGN-L5198-BT013250|
loci2_rep_c270	SGN-L5198-AK247055.1|
loci2_rep_c270	SGN-U578366-5198|
loci2_rep_c270	SGN-L5198-K03291|
loci2_rep_c271	SGN-L858-AB041811|
loci2_rep_c271	SGN-U563237-858|
loci2_rep_c272	SGN-U565888-3|
loci2_rep_c272	SGN-L3-AF179247|
loci2_rep_c272	SGN-L3-U17975|
loci2_rep_c273	SGN-U577168-4486|
loci2_rep_c273	SGN-L4486-DQ458999|
loci2_rep_c273	SGN-L4486-DQ458998|
loci2_rep_c274	SGN-L25-U20596|
loci2_rep_c274	SGN-L25-BT014354|
loci2_rep_c274	SGN-L25-U21800|
loci2_rep_c274	SGN-U592652-25|
loci2_rep_c275	SGN-L421-AJ850958|
loci2_rep_c275	SGN-U569126-421|
loci2_rep_c276	SGN-L5230-EU195057.1|
loci2_rep_c276	SGN-U584210-5230|
loci2_rep_c277	SGN-U581587-5056|
loci2_rep_c277	SGN-L5056-EF017805|
loci2_rep_c277	SGN-L5056-EF441352.1|
loci2_rep_c278	SGN-L1167-M88683|
loci2_rep_c278	SGN-U593894-1167|
loci2_rep_c279	SGN-U585929-1240|
loci2_rep_c279	SGN-L1240-AF146690|
loci2_rep_c279	SGN-L1240-AK247229.1|
loci2_rep_c279	SGN-U589765-1240|
loci2_c280	SGN-L543-AY224079|
loci2_c280	SGN-U584672-543|
loci2_rep_c281	SGN-L19-X98865|
loci2_rep_c281	SGN-U578295-19|
loci2_rep_c281	SGN-L19-AK246847.1|
loci2_c282	SGN-L5232-EU159405.1|
loci2_c282	SGN-U567814-5232|
loci2_c283	SGN-L5279-DQ489721.1|
loci2_c283	SGN-U586041-5279|
loci2_rep_c284	SGN-L4508-AK224730|
loci2_rep_c284	SGN-U580449-4508|
loci2_rep_c284	SGN-L4508-DQ058762|
loci2_rep_c284	SGN-L4508-DQ058756|
loci2_c285	SGN-L468-BT013481|
loci2_c285	SGN-U582332-468|
loci2_rep_c286	SGN-L859-AB041812|
loci2_rep_c286	SGN-U580888-859|
loci2_rep_c286	SGN-U593194-859|
loci2_rep_c287	SGN-L5337-DQ340254|
loci2_rep_c287	SGN-U580795-5337|
loci2_rep_c288	SGN-U579823-1009|
loci2_rep_c288	SGN-L1009-AF083253|
loci2_rep_c288	SGN-U593525-1009|
loci2_rep_c288	SGN-L5587-AF198390|
loci2_rep_c288	SGN-L1009-AF198390|
loci2_rep_c289	SGN-U583815-5125|
loci2_rep_c289	SGN-L5125-DQ399830|
loci2_rep_c289	SGN-L5125-AK224848|
loci2_c290	SGN-U567981-5087|
loci2_c290	SGN-L5087-AK246729.1|
loci2_c290	SGN-L5087-DQ310151|
loci2_c291	SGN-L155-AJ871577|
loci2_c291	SGN-U578741-155|
loci2_rep_c292	SGN-L285-AJ308540|
loci2_rep_c292	SGN-U570982-285|
loci2_rep_c292	SGN-L285-BT013194|
loci2_rep_c293	SGN-U585563-36|
loci2_rep_c293	SGN-L36-U23053|
loci2_rep_c293	SGN-L36-U70480|
loci2_rep_c294	SGN-L458-U13055|
loci2_rep_c294	SGN-U585850-458|
loci2_rep_c294	SGN-L458-AJ505749|
loci2_rep_c295	SGN-L803-AB108840|
loci2_rep_c295	SGN-U585762-803|
loci2_rep_c295	SGN-U595854-803|
loci2_rep_c295	SGN-U585763-803|
loci2_rep_c295	SGN-U585766-803|
loci2_c296	SGN-L1139-AY817109|
loci2_c296	SGN-U581519-1139|
loci2_rep_c297	SGN-L1130-BT013000|
loci2_rep_c297	SGN-U571844-1130|
loci2_rep_c297	SGN-L1130-L13654|
loci2_rep_c298	SGN-L5323-DQ020644|
loci2_rep_c298	SGN-U582930-5323|
loci2_c299	SGN-L392-U60267|
loci2_c299	SGN-U575897-392|
loci2_c299	SGN-L392-AY897574|
loci2_c300	SGN-L1109-AJ871578|
loci2_c300	SGN-U565031-1109|
loci2_c300	SGN-U565032-1109|
loci2_rep_c301	SGN-L361-BT013078|
loci2_rep_c301	SGN-U577630-361|
loci2_rep_c301	SGN-L361-AK246173.1|
loci2_rep_c301	SGN-L361-M55019|
loci2_rep_c302	SGN-U583914-5153|
loci2_rep_c302	SGN-L5153-BT014056|
loci2_rep_c302	SGN-L5153-AY568722|
loci2_rep_c303	SGN-L1032-AF001269|
loci2_rep_c303	SGN-U577757-1032|
loci2_rep_c304	SGN-L1238-LEU02271.1|
loci2_rep_c304	SGN-U577094-1238|
loci2_rep_c305	SGN-L1411-Y10149|
loci2_rep_c305	SGN-U581430-1411|
loci2_c306	SGN-L5161-X63560|
loci2_c306	SGN-U582040-5161|
loci2_c306	SGN-L5161-BT012939|
loci2_c307	SGN-L5374-X72734|
loci2_c307	SGN-U576475-5374|
loci2_rep_c308	SGN-L5287-AB183147|
loci2_rep_c308	SGN-U582090-5287|
loci2_rep_c308	SGN-U582089-5287|
loci2_c309	SGN-L805-AB217916|
loci2_c309	SGN-U564706-805|
loci2_rep_c310	SGN-L4466-AY368906|
loci2_rep_c310	SGN-U580048-4466|
loci2_c311	SGN-L235-AJ308296|
loci2_c311	SGN-U584009-235|
loci2_c312	SGN-U574919-650|
loci2_c312	SGN-L650-BT012828|
loci2_c312	SGN-L650-AY725476|
loci2_rep_c313	SGN-L46-BT013707|
loci2_rep_c313	SGN-U579208-46|
loci2_rep_c313	SGN-L46-AB199316|
loci2_rep_c314	SGN-L1361-AK224722|
loci2_rep_c314	SGN-L1361-BT013327|
loci2_rep_c314	SGN-L1361-M59251|
loci2_rep_c314	SGN-L1361-U44386|
loci2_c315	SGN-L5149-BT014326|
loci2_c315	SGN-U577096-5149|
loci2_c315	SGN-L5149-AY873991|
loci2_c316	SGN-L5171-AF033194|
loci2_c316	SGN-U570852-5171|
loci2_rep_c317	SGN-U579280-567|
loci2_rep_c317	SGN-L567-AJ849378|
loci2_rep_c317	SGN-U593744-567|
loci2_rep_c318	SGN-U580430-5051|
loci2_rep_c318	SGN-L5051-BT013872|
loci2_rep_c318	SGN-L5051-EF613491.1|
loci2_rep_c318	SGN-U578917-5051|
loci2_rep_c319	SGN-U578150-1552|
loci2_rep_c319	SGN-L1552-AF218774|
loci2_rep_c319	SGN-U590435-1552|
loci2_rep_c319	SGN-U577426-1552|
loci2_rep_c320	SGN-U579203-135|
loci2_rep_c320	SGN-L135-BT012975|
loci2_rep_c320	SGN-L135-AF079231|
loci2_rep_c321	SGN-L1577-AJ308541|
loci2_rep_c321	SGN-U563307-1577|
loci2_c322	SGN-U584831-5124|
loci2_c322	SGN-L5124-BT014281|
loci2_c322	SGN-L5124-DQ304483|
loci2_rep_c323	SGN-L5205-BT012763|
loci2_rep_c323	SGN-U581493-5205|
loci2_rep_c323	SGN-L5205-X51904|
loci2_rep_c323	SGN-L5205-AK224757|
loci2_rep_c324	SGN-U581590-1439|
loci2_rep_c324	SGN-L1439-X14040|
loci2_rep_c324	SGN-L1439-M37150|
loci2_rep_c324	SGN-L1439-AK246450.1|
loci2_rep_c325	SGN-L5389-AF347614|
loci2_rep_c325	SGN-U562840-5389|
loci2_rep_c326	SGN-L49-BT013812|
loci2_rep_c326	SGN-U581811-49|
loci2_rep_c327	SGN-U582169-1094|
loci2_rep_c327	SGN-L1094-AK247861.1|
loci2_rep_c327	SGN-L1094-AY140893|
loci2_rep_c328	SGN-U578058-5465|
loci2_rep_c328	SGN-L5465-AF249329|
loci2_rep_c329	SGN-U578839-247|
loci2_rep_c329	SGN-L247-M93719|
loci2_rep_c329	SGN-U592745-247|
loci2_c330	SGN-L5265-EF026088|
loci2_c330	SGN-U572412-5265|
loci2_rep_c331	SGN-L685-AJ457050|
loci2_rep_c331	SGN-U585775-685|
loci2_rep_c332	SGN-L1589-BT014081|
loci2_rep_c332	SGN-U579445-1589|
loci2_rep_c332	SGN-L1589-AY497476|
loci2_rep_c333	SGN-L680-BT013586|
loci2_rep_c333	SGN-U578504-680|
loci2_rep_c334	SGN-L355-AJ243452|
loci2_rep_c334	SGN-U565450-355|
loci2_rep_c335	SGN-L7-U72389|
loci2_rep_c335	SGN-U583843-7|
loci2_rep_c335	SGN-L7-U17974|
loci2_rep_c335	SGN-L7-U74460|
loci2_c336	SGN-L65-AF017984|
loci2_c336	SGN-U575017-65|
loci2_rep_c337	SGN-L5070-AK247294.1|
loci2_rep_c337	SGN-U575365-5070|
loci2_rep_c338	SGN-L1457-AY281152|
loci2_rep_c338	SGN-U579086-1457|
loci2_rep_c338	SGN-U593370-1457|
loci2_rep_c338	SGN-L1457-AK246415.1|
loci2_rep_c339	SGN-L693-DQ056861|
loci2_rep_c339	SGN-U577504-693|
loci2_rep_c340	SGN-L5104-AM233528|
loci2_rep_c340	SGN-U582628-5104|
loci2_rep_c340	SGN-L5104-AK246380.1|
loci2_rep_c341	SGN-U581169-5111|
loci2_rep_c341	SGN-L5111-AK246246.1|
loci2_rep_c341	SGN-L5111-AY534757|
loci2_rep_c342	SGN-L626-AB080690|
loci2_rep_c342	SGN-U585649-626|
loci2_rep_c342	SGN-L626-AF252385|
loci2_c343	SGN-U577283-5069|
loci2_c343	SGN-L5069-AK247341.1|
loci2_c343	SGN-L5069-X73986|
loci2_c343	SGN-L5069-AJ289776|
loci2_c344	SGN-U583569-964|
loci2_c344	SGN-L964-AY691331|
loci2_c344	SGN-L964-AK246497.1|
loci2_rep_c345	SGN-L1168-EF534738.1|
loci2_rep_c345	SGN-L1168-L23424|
loci2_rep_c345	SGN-U592411-1168|
loci2_rep_c345	SGN-L1168-AM181171|
loci2_rep_c346	SGN-L807-X54030|
loci2_rep_c346	SGN-U577277-807|
loci2_c347	SGN-L1422-AF166498|
loci2_c347	SGN-U563399-1422|
loci2_rep_c348	SGN-L459-AF098292|
loci2_rep_c348	SGN-U567170-459|
loci2_c349	SGN-L860-Y13632|
loci2_c349	SGN-U567572-860|
loci2_rep_c350	SGN-L1029-AJ306630|
loci2_rep_c350	SGN-U569261-1029|
loci2_rep_c351	SGN-L182-AY849914|
loci2_rep_c351	SGN-U567365-182|
loci2_rep_c352	SGN-L5504-Z12127|
loci2_rep_c352	SGN-U562897-5504|
loci2_c353	SGN-L5220-EU432100.1|
loci2_c353	SGN-U570140-5220|
loci2_rep_c354	SGN-U577568-5089|
loci2_rep_c354	SGN-L5089-AK246673.1|
loci2_rep_c354	SGN-L5089-BT013272|
loci2_rep_c354	SGN-L5089-X76714|
loci2_rep_c354	SGN-U591470-5089|
loci2_rep_c355	SGN-U578781-5136|
loci2_rep_c355	SGN-L5136-AF261139|
loci2_rep_c355	SGN-L5136-AK224622|
loci2_rep_c355	SGN-U590625-5136|
loci2_rep_c355	SGN-U593782-5136|
loci2_c356	SGN-L325-AY423550|
loci2_c356	SGN-U568988-325|
loci2_rep_c357	SGN-L760-AF375968|
loci2_rep_c357	SGN-L760-AF533597|
loci2_rep_c357	SGN-U583352-760|
loci2_c358	SGN-L4504-AY269087|
loci2_c358	SGN-U575114-4504|
loci2_rep_c359	SGN-L64-AF017983|
loci2_rep_c359	SGN-U563104-64|
loci2_rep_c360	SGN-L8-AF179246|
loci2_rep_c360	SGN-U565889-8|
loci2_rep_c360	SGN-L8-M83322|
loci2_c361	SGN-L1459-M61914|
loci2_c361	SGN-U570558-1459|
loci2_c361	SGN-L1459-U21082|
loci2_rep_c362	SGN-L5513-L16582|
loci2_rep_c362	SGN-U578034-5513|
loci2_c363	SGN-L5139-DQ442993|
loci2_c363	SGN-U573853-5139|
loci2_c364	SGN-U567646-39|
loci2_c364	SGN-L39-AK246170.1|
loci2_c364	SGN-L39-DQ056442|
loci2_c365	SGN-L5047-EF590136.1|
loci2_c365	SGN-U572465-5047|
loci2_rep_c366	SGN-U578338-33|
loci2_rep_c366	SGN-U578338-5600|
loci2_rep_c366	SGN-U578338-854|
loci2_c367	SGN-U578470-5439|
loci2_c367	SGN-L5439-AY007226|
loci2_c367	SGN-U591069-5439|
loci2_c368	SGN-U567979-5151|
loci2_c368	SGN-L5151-BT013353|
loci2_c368	SGN-L5151-DQ307490|
loci2_c368	SGN-L5151-AK246299.1|
loci2_rep_c369	SGN-L901-X94451|
loci2_rep_c369	SGN-U570742-901|
loci2_rep_c370	SGN-L5130-AB211523|
loci2_rep_c370	SGN-U574174-5130|
loci2_rep_c370	SGN-L5130-AK224726|
loci2_rep_c370	SGN-L5130-L24026|
loci2_rep_c370	SGN-L5130-L24021|
loci2_rep_c370	SGN-L5130-L24018|
loci2_rep_c371	SGN-L980-AK224890|
loci2_rep_c371	SGN-U581144-980|
loci2_rep_c371	SGN-L980-X59282|
loci2_rep_c372	SGN-L1023-AY885652|
loci2_rep_c372	SGN-U596442-1023|
loci2_c373	SGN-L814-Y07861|
loci2_c373	SGN-U581652-814|
loci2_c374	SGN-L5328-AY490247|
loci2_c374	SGN-U575984-5328|
loci2_rep_c375	SGN-L507-BT013012|
loci2_rep_c375	SGN-U578498-507|
loci2_rep_c375	SGN-L507-AF096249|
loci2_c376	SGN-U576193-5097|
loci2_c376	SGN-L5097-AK246515.1|
loci2_c376	SGN-L5097-AY553842|
loci2_c377	SGN-L5332-DQ451687|
loci2_c377	SGN-U576754-5332|
loci2_rep_c378	SGN-L109-M86724|
loci2_rep_c378	SGN-U579420-109|
loci2_rep_c378	SGN-L109-X60600|
loci2_rep_c379	SGN-L1125-X74638|
loci2_rep_c379	SGN-L1125-BT013364|
loci2_c380	SGN-L354-AJ243451|
loci2_c380	SGN-U565435-354|
loci2_c381	SGN-L1140-AY817110|
loci2_c381	SGN-U578354-1140|
loci2_c382	SGN-L5393-AF230198|
loci2_c382	SGN-U571180-5393|
loci2_c383	SGN-L393-AY323822|
loci2_c383	SGN-U584931-393|
loci2_c384	SGN-L5080-AK246827.1|
loci2_c384	SGN-U568065-5080|
loci2_c384	SGN-L5080-AF282970|
loci2_rep_c385	SGN-L5376-AY500156|
loci2_rep_c385	SGN-U565431-5376|
loci2_c386	SGN-L5322-AM238659|
loci2_c386	SGN-U574787-5322|
loci2_rep_c387	SGN-L5199-BT013209|
loci2_rep_c387	SGN-U579951-5199|
loci2_rep_c387	SGN-L5199-L28714|
loci2_rep_c388	SGN-L456-BT013492|
loci2_rep_c388	SGN-L456-U78526|
loci2_rep_c388	SGN-U571688-456|
loci2_c389	SGN-L5142-BT013879|
loci2_c389	SGN-U581308-5142|
